"storeId","name","address","merchantId","storePackageId","numberSuccessTimeKeep","numberNotDetermined","numberOutRange","numberCases","numberMaxEmployee","numberMinEmployee"
"316","alo","ET0368638976tung-test","195","0","0","0","0","0","0"
"317","chinhanh1","ET0368638976tung-test","195","0","0","0","0","0","0"
"321","chinhanh1","ET0368638976tung-test","195","0","0","0","0","0","0"
"322","chinhanh1","ET0368638976tung-test","177","0","0","0","0","0","0"
"323","bun46.mysapo.vn","bun46.mysapo.vn-ET0770909098-ET0368638976tung-test","0","0","0","0","0","0","0"
"328","ducphuc.mysapo.vn","ET0368638976tung-test","195","0","0","0","0","0","0"
"330","bun46.mysapo.vn","bun46.mysapo.vn-ET0190909098-ET0368638976tung-test","0","0","0","0","0","0","0"
"331","congnc-test@sapo.vn","","788","0","0","0","0","0","0"
"339","huy","huy-ET0822284944-ET0368638976tung-test","0","0","0","0","0","0","0"
"345","chinhanh1","ET0368638976tung-test","177","0","0","0","0","0","0"
"346","string","ET0368638976tung-test","177","0","0","0","0","0","0"
"347","string","ET0368638976tung-test","177","0","0","0","0","0","0"
"349","Hải new","ET0368638976tung-test","0","0","0","0","0","0","0"
"355","alo","ET0368638976tung-test","210","0","0","0","0","0","0"
"356","ducphuc","ET0368638976tung-test","210","0","0","0","0","0","0"
"357","ducphuc","ET0368638976tung-test","210","0","0","0","0","0","0"
"367","Hưng Quán _245 Hoàng Văn Thụ ha đong hà nội","ET0368638976tung-test","66","0","0","0","0","0","0"
"368","hải hải","ET0368638976tung-test","219","0","0","0","0","0","0"
"369","cửa hàng của hà my","ET0368638976tung-test","198","0","0","0","0","0","0"
"370","xxxx","ET0368638976tung-test","219","0","0","0","0","0","0"
"374","alo","alo-ET011133335-ET0368638976tung-test","0","0","0","0","0","0","0"
"375","alo","alo-ET033333335-ET0368638976tung-test","0","0","0","0","0","0","0"
"376","alo12345","alo12345-ET0648514510-ET0368638976tung-test","0","0","0","0","0","0","0"
"377","bun54.mysapo.vn","ET0368638976tung-test","224","0","0","0","0","0","0"
"378","alo12345653","alo12345653-ET0648514666-ET0368638976tung-test","0","0","0","0","0","0","0"
"380","long1","long1-ET033333375-ET0368638976tung-test","0","0","0","0","0","0","0"
"381","123bun46.mysapo.vn","ET0368638976tung-test","228","0","0","0","0","0","0"
"382","bun46-0891209099.mysapo.vn","bun46-0891209099.mysapo.vn-ET0891209099-ET0368638976tung-test","0","0","0","0","0","0","0"
"383","1343bun46.mysapo.vn","ET0368638976tung-test","230","0","0","0","0","0","0"
"384","1adun46.mysapo.vn","ET0368638976tung-test","231","0","0","0","0","0","0"
"385","bun49.mysapo.vn","bun49.mysapo.vn-ET0990909098-ET0368638976tung-test","0","0","0","0","0","0","0"
"386","bun80.mysapo.vn","ET0368638976tung-test","233","0","0","0","0","0","0"
"387","long2","ET0368638976tung-test","234","0","0","0","0","0","0"
"388","long3","ET0368638976tung-test","235","0","0","0","0","0","0"
"392","dđ","dđ-ET0356073652-ET0368638976tung-test","0","0","0","0","0","0","0"
"393","1bun80.mysapo.vn","ET0368638976tung-test","239","0","0","0","0","0","0"
"394","21bun80.mysapo.vn","ET0368638976tung-test","240","0","0","0","0","0","0"
"395","29bun80.mysapo.vn","ET0368638976tung-test","241","0","0","0","0","0","0"
"397","e9bun80.mysapo.vn","ET0368638976tung-test","243","0","0","0","0","0","0"
"398","2e9bun80.mysapo.vn","ET0368638976tung-test","244","0","0","0","0","0","0"
"399","ae.mysapo.vn","ET0368638976tung-test","245","0","0","0","0","0","0"
"400","ae1.mysapo.vn","ET0368638976tung-test","246","0","0","0","0","0","0"
"401","aee1.mysapo.vn","ET0368638976tung-test","247","0","0","0","0","0","0"
"402","anhhanh.mysapo.vn","ET0368638976tung-test","248","0","0","0","0","0","0"
"403","anhhanh1.mysapo.vn","ET0368638976tung-test","249","0","0","0","0","0","0"
"404","anhhanh41.mysapo.vn","ET0368638976tung-test","250","0","0","0","0","0","0"
"405","baba.mysapo.vn","ET0368638976tung-test","251","0","0","0","0","0","0"
"406","bala.mysapo.vn","ET0368638976tung-test","252","0","0","0","0","0","0"
"407","balahoa.mysapo.vn","ET0368638976tung-test","253","0","0","0","0","0","0"
"408","12balahoa.mysapo.vn","ET0368638976tung-test","254","0","0","0","0","0","0"
"409","12ebalahoa.mysapo.vn","12ebalahoa.mysapo.vn-ET0917465372-ET0368638976tung-test","0","0","0","0","0","0","0"
"410","12aebalahoa.mysapo.vn","ET0368638976tung-test","256","0","0","0","0","0","0"
"411","126ebalahoa.mysapo.vn","126ebalahoa.mysapo.vn-ET0917465478-ET0368638976tung-test","0","0","0","0","0","0","0"
"412","126ebalahoa.mysapo.vn","126ebalahoa.mysapo.vn-ET0917465678-ET0368638976tung-test","0","0","0","0","0","0","0"
"413","MinX Store","ET0368638976tung-test","259","0","0","0","0","0","0"
"414","hutieuoa.mysapo.vn","ET0368638976tung-test","260","0","0","0","0","0","0"
"416","hutie2uoa.mysapo.vn","ET0368638976tung-test","261","0","0","0","0","0","0"
"417","hut2ie2uoa.mysapo.vn","ET0368638976tung-test","262","0","0","0","0","0","0"
"418","hutdf2ie2uoa.mysapo.vn","ET0368638976tung-test","263","0","0","0","0","0","0"
"420","huddđtdf2ie2uoa.mysapo.vn","ET0368638976tung-test","264","0","0","0","0","0","0"
"421","huddđt2434df2ie2uoa.mysapo.vn","ET0368638976tung-test","265","0","0","0","0","0","0"
"422","hueyuh434df2ie2uoa.mysapo.vn","ET0368638976tung-test","266","0","0","0","0","0","0"
"423","hue896df2ie2uoa.mysapo.vn","ET0368638976tung-test","267","0","0","0","0","0","0"
"424","hue654e2uoa.mysapo.vn","ET0368638976tung-test","268","0","0","0","0","0","0"
"425","hugb4e2uoa.mysapo.vn","ET0368638976tung-test","269","0","0","0","0","0","0"
"426","haere2uoa.mysapo.vn","ET0368638976tung-test","270","0","0","0","0","0","0"
"427","hae86a.mysapo.vn","ET0368638976tung-test","271","0","0","0","0","0","0"
"428","lofdfdng1","ET0368638976tung-test","272","0","0","0","0","0","0"
"429","h96ae86a.mysapo.vn","ET0368638976tung-test","273","0","0","0","0","0","0"
"430","bun55.mysapo.vn","ET0368638976tung-test","274","0","0","0","0","0","0"
"431","h9gb6ae86a.mysapo.vn","ET0368638976tung-test","275","0","0","0","0","0","0"
"432","bun546.mysapo.vn","ET0368638976tung-test","276","0","0","0","0","0","0"
"433","bun547.mysapo.vn","bun547.mysapo.vn-ET0920391017-ET0368638976tung-test","0","0","0","0","0","0","0"
"434","bun548.mysapo.vn","bun548.mysapo.vn-ET0920391027-ET0368638976tung-test","0","0","0","0","0","0","0"
"435","bun541.mysapo.vn","bun541.mysapo.vn-ET0920391057-ET0368638976tung-test","0","0","0","0","0","0","0"
"436","bun543.mysapo.vn","bun543.mysapo.vn-ET0920391067-ET0368638976tung-test","0","0","0","0","0","0","0"
"437","bun546.mysapo.vn","bun546.mysapo.vn-ET0920391059-ET0368638976tung-test","0","0","0","0","0","0","0"
"438","bun542.mysapo.vn","bun542.mysapo.vn-ET0920391089-ET0368638976tung-test","0","0","0","0","0","0","0"
"439","bun552.mysapo.vn","bun552.mysapo.vn-ET0920391069-ET0368638976tung-test","0","0","0","0","0","0","0"
"440","bun557.mysapo.vn","bun557.mysapo.vn-ET0920391062-ET0368638976tung-test","0","0","0","0","0","0","0"
"441","bun553.mysapo.vn","ET0368638976tung-test","285","0","0","0","0","0","0"
"442","bun554.mysapo.vn","bun554.mysapo.vn-ET0920391084-ET0368638976tung-test","0","0","0","0","0","0","0"
"443","bun558.mysapo.vn","bun558.mysapo.vn-ET0920391094-ET0368638976tung-test","0","0","0","0","0","0","0"
"444","bun550.mysapo.vn","bun550.mysapo.vn-ET0920391092-ET0368638976tung-test","0","0","0","0","0","0","0"
"445","bun561.mysapo.vn","bun561.mysapo.vn-ET0920391093-ET0368638976tung-test","0","0","0","0","0","0","0"
"446","bun571.mysapo.vn","bun571.mysapo.vn-ET0920391091-ET0368638976tung-test","0","0","0","0","0","0","0"
"447","bun572.mysapo.vn","bun572.mysapo.vn-ET0920391095-ET0368638976tung-test","0","0","0","0","0","0","0"
"448","bun576.mysapo.vn","bun576.mysapo.vn-ET0920391099-ET0368638976tung-test","0","0","0","0","0","0","0"
"449","bun571.mysapo.vn","bun571.mysapo.vn-ET0920391090-ET0368638976tung-test","0","0","0","0","0","0","0"
"450","bun585.mysapo.vn","ET0368638976tung-test","294","0","0","0","0","0","0"
"451","bun581.mysapo.vn","bun581.mysapo.vn-ET0920391078-ET0368638976tung-test","0","0","0","0","0","0","0"
"452","bun583.mysapo.vn","bun583.mysapo.vn-ET0920391077-ET0368638976tung-test","0","0","0","0","0","0","0"
"453","bun582.mysapo.vn","bun582.mysapo.vn-ET0920391075-ET0368638976tung-test","0","0","0","0","0","0","0"
"454","bhne86a.mysapo.vn","ET0368638976tung-test","298","0","0","0","0","0","0"
"455","bun56.mysapo.vn","ET0368638976tung-test","299","0","0","0","0","0","0"
"456","bun46-0891209099.mysapo.vn","bun46-0891209099.mysapo.vn-ET0891203099-ET0368638976tung-test","0","0","0","0","0","0","0"
"457","chinhanh1","ET0368638976tung-test","195","0","0","0","0","0","0"
"458","chinhanh1","ET0368638976tung-test","195","0","0","0","0","0","0"
"459","alo","ET0368638976tung-test","301","0","0","0","0","0","0"
"460","chinhanh11","ET0368638976tung-test","301","0","0","0","0","0","0"
"461","chinhanh11","ET0368638976tung-test","301","0","0","0","0","0","0"
"462","chinhanh11","ET0368638976tung-test","301","0","0","0","0","0","0"
"464","Yến","ET0368638976tung-test","40","0","0","0","0","0","0"
"465","Yến","updateHuy Nguyen-0368638976ET0963255523-ET0368638976tung-test","0","0","0","0","0","0","0"
"466","aa","ET0368638976tung-test","219","0","0","0","0","0","0"
"467","cuong","cuong-ET0984705630-ET0368638976tung-test","0","0","0","0","0","0","0"
"468","chinhanh11","ET0368638976tung-test","301","0","0","0","0","0","0"
"469","cuong","ET0368638976tung-test","304","0","0","0","0","0","0"
"470","Cuong 22","ET0368638976tung-test","304","0","0","0","0","0","0"
"471","lofdfdng1","lofdfdng1-ET0333333475-ET0368638976tung-test","0","0","0","0","0","0","0"
"473","bun565.mysapo.vn","ET0368638976tung-test","306","0","0","0","0","0","0"
"474","lofdfdng1","lofdfdng1-ET0332223475-ET0368638976tung-test","0","0","0","0","0","0","0"
"475","bughn53.mysapo.vn","bughn53.mysapo.vn-ET0620391046-ET0368638976tung-test","0","0","0","0","0","0","0"
"476","bun59.mysapo.vn","ET0368638976tung-test","309","0","0","0","0","0","0"
"478","bun548.mysapo.vn","bun548.mysapo.vn-ET0920391051-ET0368638976tung-test","0","0","0","0","0","0","0"
"479","kim1.mysapo.vn","ET0368638976tung-test","312","0","0","0","0","0","0"
"480","buad53.mysapo.vn","ET0368638976tung-test","313","0","0","0","0","0","0"
